gene_name	n_lineages	n_transcripts	lineages	transcripts
MDK	3	3	neurons,astrocytes,microglia	ISOT-194a-f458-069f-1422:s46380750:e46383800:AP:FL,ISOT-3e92-42d3-b01d-ac57:s46381750:e46383800:AP:FL,ISOT-8257-5493-5f2e-8641:s46381650:e46383850:AP:FL
ME2	2	2	neurons,microglia	ISOT-89de-b175-7cef-e12e:s50879100:e50954300:AP:FL,ISOT-dca0-1aed-1630-4c1e:s50879100:e50947900:NC:FL
MEA1	3	3	neurons,astrocytes,microglia	ISOT-3b13-c209-c8fe-781f:s43012050:e43014000:AP:FL,ISOT-4dd6-0280-3633-1ae2:s43012200:e43013950:AP:FL,ISOT-dac3-58b1-1414-d2ea:s43011100:e43013950:AP:FL
MEAF6	3	2	neurons,astrocytes,microglia	ISOT-9da0-9b9d-ffb9-23a2:s37492550:e37514800:AP:FL,ISOT-dd4a-b44c-7499-e666:s37489950:e37514800:AP:FL
MED19	2	2	neurons,microglia	ISOT-690c-d1b9-9d5c-cc15:s57703700:e57712250:AP:FL,ISOT-72f9-6a95-d28f-efd6:s57704350:e57712350:AP:FL
MED31	3	2	neurons,astrocytes,microglia	ISOT-25c9-2204-f1c2-431d:s6643300:e6651650:AP:FL,ISOT-f18d-3f92-161c-a293:s6644250:e6651650:AP:FL
MEF2C	3	4	neurons,astrocytes,microglia	ISOT-19a3-87e7-d79a-41dd:s88717100:e88883200:AP:FL,ISOT-5e02-0134-15bb-711f:s88761000:e88883450:AP:FL,ISOT-9ea7-c277-36fa-f01f:s88761000:e88883250:DN:FL,ISOT-fd7d-d132-1280-025f:s88720300:e88883200:EC:FL
MERTK	2	2	neurons,microglia	ISOT-6e61-e448-f274-d7a6:s111898600:e112029600:AP:FL,ISOT-bbdb-27f9-acd3-655a:s111898600:e112029400:AP:FL
MESD	3	2	neurons,astrocytes,microglia	ISOT-2525-0d06-ddb4-7d25:s80975750:e80989850:AP:FL,ISOT-bf15-3b30-2f77-7751:s80946250:e80989850:AP:FL
METAP2	3	2	neurons,astrocytes,microglia	ISOT-55a2-f30b-abad-ecdc:s95474150:e95515850:AP:FL,ISOT-629b-faf1-0834-4e53:s95474150:e95514350:NC:FL
METRN	3	2	neurons,astrocytes,microglia	ISOT-22e9-79e3-16e5-4037:s715300:e717500:AP:FL,ISOT-dbe0-ea8f-c7c0-09e2:s715100:e719700:AP:FL
METTL26	3	6	neurons,astrocytes,microglia	ISOT-0b6f-b9de-c52f-b879:s634400:e636400:AP:FL,ISOT-23bb-77b2-e7e0-5b99:s634500:e636300:AP:FL,ISOT-27f6-ced2-8924-07bc:s634400:e636350:AP:FL,ISOT-3654-6fa4-5e64-9e89:s634400:e636350:AP:FL,ISOT-6650-33c1-9cfa-cfb4:s634400:e636350:AP:FL,ISOT-72d7-fd14-954c-6635:s634500:e636350:AP:FL
METTL2B	3	2	neurons,astrocytes,microglia	ISOT-6eb5-bf08-d59b-34c7:s128476700:e128506650:AP:FL,ISOT-a45a-2452-d8d3-0106:s128476750:e128502150:NC:FL
METTL5	3	3	neurons,astrocytes,microglia	ISOT-badf-23d4-116a-0555:s169811750:e169824950:AP:FL,ISOT-cc4a-aed8-a82f-f231:s169811750:e169824950:AP:FL,ISOT-e7e1-38cc-0020-b7f9:s169811750:e169824950:AP:FL
MFAP1	3	2	neurons,astrocytes,microglia	ISOT-02ff-7354-fe7e-b9d6:s43804450:e43824700:AP:FL,ISOT-d92e-eaf1-d92b-0d5d:s43804500:e43824750:NC:FL
MFAP2	3	2	neurons,astrocytes,microglia	ISOT-1d04-a558-7e8a-4f78:s16974500:e16980650:AP:FL,ISOT-219d-5894-cd30-14b7:s16974500:e16980650:DN:FL
MFAP5	3	2	neurons,astrocytes,microglia	ISOT-429f-223f-e823-74c9:s8647850:e8672550:DN:FL,ISOT-c983-ce83-f5fe-36ff:s8645900:e8662850:AP:FL
MFF	3	4	neurons,astrocytes,microglia	ISOT-0b81-e9e9-5cc4-f4d8:s227325250:e227357150:AP:FL,ISOT-389b-627d-d66c-530b:s227325250:e227357850:AP:FL,ISOT-5efb-4911-73ee-1338:s227325250:e227357250:AP:FL,ISOT-81ef-14f4-d783-e023:s227325250:e227357850:AP:FL
MFGE8	3	2	neurons,astrocytes,microglia	ISOT-0adb-861d-7574-03b6:s88898650:e88913400:AP:FL,ISOT-99d0-2335-229c-af01:s88898700:e88913400:AP:FL
MFSD1	3	2	neurons,astrocytes,microglia	ISOT-55c7-e771-e6c7-9647:s158809200:e158829750:NC:FL,ISOT-6b76-2c27-f527-d02d:s158802050:e158829150:AP:FL
MFSD10	2	2	astrocytes,microglia	ISOT-2278-e3c3-676c-d41b:s2930550:e2934850:AP:FL,ISOT-ef3e-2a2d-dc83-2eaf:s2930550:e2934500:AP:FL
MGAT1	3	3	neurons,astrocytes,microglia	ISOT-7225-a6fa-2a41-e3b2:s180790500:e180802900:AP:FL,ISOT-d6a0-a98f-51b2-2519:s180790500:e180815600:NC:FL,ISOT-db93-6109-cee8-7603:s180784750:e180802850:AP:FL
MGST1	3	3	neurons,astrocytes,microglia	ISOT-2554-721a-07b8-34b0:s16347550:e16364450:AP:FL,ISOT-7b41-3266-1c9f-54bb:s16347600:e16364450:AP:FL,ISOT-a350-3ba8-bbcd-2716:s16347650:e16364450:NC:FL
MGST3	3	3	neurons,astrocytes,microglia	ISOT-0496-93e7-6a17-23ab:s165631200:e165655650:AP:FL,ISOT-2570-566d-a6c9-6d5f:s165631200:e165656150:AP:FL,ISOT-33cf-af1f-bee3-1b09:s165631200:e165655650:AP:FL
MICOS10	3	3	neurons,astrocytes,microglia	ISOT-316a-1f67-499e-57ed:s19596950:e19629850:AP:FL,ISOT-64cd-56e6-0c2d-bf96:s19596950:e19629850:AP:FL,ISOT-ac0a-bccc-570c-c990:s19597000:e19626650:AP:FL
MICOS13	2	2	neurons,astrocytes	ISOT-cabd-a302-67aa-67e5:s5678400:e5680550:AP:FL,ISOT-dd6f-693f-20d6-d3ab:s5678400:e5680300:AP:FL
MIEN1	3	3	neurons,astrocytes,microglia	ISOT-1bf1-b941-68b0-952c:s39729150:e39735750:AP:FL,ISOT-2c63-9cfc-39d0-269a:s39728500:e39730550:AP:FL,ISOT-c676-794b-1aaf-36e9:s39729150:e39730500:AP:FL
MIF	3	3	neurons,astrocytes,microglia	ISOT-0784-6c6c-42bf-316f:s23894650:e23895250:AP:FL,ISOT-7796-2f30-7eb3-9cf1:s23894450:e23895250:AP:FL,ISOT-c7c5-fde1-d8df-b5da:s23894350:e23895250:AP:FL
MIR124-2HG	3	2	neurons,astrocytes,microglia	ISOT-0000-0000-0000-7b40:s64379200:e64380250:AP:FL,ISOT-0000-0000-0000-7b40:s64379200:e64382750:AP:FL
MKRN1	3	2	neurons,astrocytes,microglia	ISOT-319a-f574-056f-b712:s140456150:e140479500:AP:FL,ISOT-40dd-aa60-1b9c-01f3:s140453000:e140479550:AP:FL
MLEC	3	2	neurons,astrocytes,microglia	ISOT-117d-90d7-1976-7f65:s120687450:e120697100:AP:FL,ISOT-cb1e-0d73-5dc0-3d81:s120687100:e120701900:AP:FL
MLLT11	3	2	neurons,astrocytes,microglia	ISOT-1f41-aa54-557d-804a:s151060450:e151068500:AP:FL,ISOT-8748-1fa9-6bcb-613b:s151060350:e151069550:AP:FL
MLLT3	3	2	neurons,astrocytes,microglia	ISOT-6bf4-a3da-5d2d-c45a:s20341650:e20622500:AP:FL,ISOT-d69e-8b53-0f94-6c94:s20346250:e20622500:EC:FL
MLST8	3	2	neurons,astrocytes,microglia	ISOT-29b0-9fd2-3a77-439e:s2205450:e2209500:AP:FL,ISOT-d500-6853-52a0-3f87:s2205700:e2209400:AP:FL
MMAB	3	2	neurons,astrocytes,microglia	ISOT-114c-ca44-47e1-8491:s109553700:e109573550:AP:FL,ISOT-8235-6230-da7b-8e18:s109556700:e109573550:AP:FL
MMADHC	3	2	neurons,astrocytes,microglia	ISOT-2bd2-429a-ebff-7b6d:s149569600:e149587750:NC:FL,ISOT-5015-a238-f288-433c:s149569600:e149587800:AP:FL
MMD	3	2	neurons,astrocytes,microglia	ISOT-229c-61ae-38cc-54fc:s55392600:e55421950:NC:FL,ISOT-89f7-ba2e-48eb-89e2:s55392600:e55421850:AP:FL
MMGT1	3	2	neurons,astrocytes,microglia	ISOT-1ef3-bfa5-bc38-75c9:s135967350:e135974300:AP:FL,ISOT-5cea-fe71-fc53-171e:s135960550:e135974000:AP:FL
MMP14	2	2	neurons,microglia	ISOT-33ff-df26-d7b0-aa8b:s22836550:e22847800:NC:FL,ISOT-a0f4-1f31-2e48-3e21:s22836550:e22847800:EC:FL
MNAT1	2	3	astrocytes,microglia	ISOT-0ffc-2eb4-3e98-51b9:s60734750:e60970000:AP:FL,ISOT-f386-c816-9c54-9afb:s60723000:e60808400:AP:FL,ISOT-f812-354d-4166-c312:s60734750:e60968700:EC:FL
MOAP1	3	2	neurons,astrocytes,microglia	ISOT-3d99-b97e-5427-4ec6:s93182150:e93184900:AP:FL,ISOT-ca2d-cf36-1669-0bf6:s93182150:e93184950:AP:FL
MOB3B	3	2	neurons,astrocytes,microglia	ISOT-3c43-cafb-3e24-bbd0:s27454950:e27529900:AP:FL,ISOT-9ed0-f046-a296-b9e1:s27325200:e27529850:AP:FL
MOB4	3	2	neurons,astrocytes,microglia	ISOT-69ce-f676-18d5-ab2c:s197516050:e197553700:AP:FL,ISOT-81a9-23fd-d7e5-9e1b:s197516000:e197551050:AP:FL
MORF4L1	3	3	neurons,astrocytes,microglia	ISOT-b215-7d1c-e20a-a98c:s78872950:e78897750:DN:FL,ISOT-c5aa-38b4-ffea-f97e:s78872950:e78887450:AP:FL,ISOT-f129-a0da-8767-52fd:s78872850:e78898150:AP:FL
MORF4L2	3	3	neurons,astrocytes,microglia	ISOT-07a8-f7c3-6a4f-3ad8:s103675450:e103688100:AP:FL,ISOT-7c51-e8f6-d907-5b71:s103675500:e103686700:EC:FL,ISOT-bf04-76af-16a5-f28d:s103675500:e103686850:AP:FL
MORN4	3	2	neurons,astrocytes,microglia	ISOT-a17b-014c-8fd3-d8d9:s97614550:e97633550:AP:FL,ISOT-b646-a93c-8617-d1ac:s97619400:e97633500:AP:FL
MPHOSPH10	3	2	neurons,astrocytes,microglia	ISOT-2507-4213-c155-4bf3:s71130600:e71149950:NC:FL,ISOT-4054-3d32-1bcc-e191:s71130600:e71150150:AP:FL
MPHOSPH8	3	4	neurons,astrocytes,microglia	ISOT-8098-b676-7766-bbe6:s19633650:e19673450:AP:FL,ISOT-c74d-e9b2-0361-aa9f:s19601900:e19646600:DN:FL,ISOT-c940-3fe7-7144-49b4:s19633650:e19650100:NC:FL,ISOT-cec5-e631-f319-e694:s19601900:e19650100:DN:FL
MPST	2	3	neurons,astrocytes	ISOT-3845-e5f7-6e65-ab7b:s37019700:e37029850:AP:FL,ISOT-53ff-4515-4ce5-a496:s37019750:e37029850:DN:FL,ISOT-ef16-89aa-1c4e-128c:s37019600:e37029850:AP:FL
MRC1	3	3	neurons,astrocytes,microglia	ISOT-2c3f-9056-94aa-c74a:s17809300:e17910550:NC:FL,ISOT-61a1-d08c-7c26-dc96:s17809150:e17881150:AP:FL,ISOT-f054-2323-660d-4813:s17809300:e17911200:AP:FL
MRFAP1	3	3	neurons,astrocytes,microglia	ISOT-0855-5dfc-4dea-1940:s6630200:e6642750:AP:FL,ISOT-4c04-d0e0-99d1-6016:s6640650:e6642750:AP:FL,ISOT-a730-879b-9753-2408:s6640050:e6642750:AP:FL
MRPL11	2	2	neurons,astrocytes	ISOT-7cc9-d830-fffa-0872:s66435050:e66438850:AP:FL,ISOT-ff38-9c79-979b-4d9e:s66435050:e66438850:AP:FL
MRPL14	3	2	neurons,astrocytes,microglia	ISOT-15b5-4eee-0247-e26c:s44113450:e44127500:AP:FL,ISOT-ef2b-9653-14b4-fbf0:s44113650:e44127500:AP:FL
MRPL18	3	2	neurons,astrocytes,microglia	ISOT-2096-10e6-5a95-61f7:s159789800:e159798450:AP:FL,ISOT-aacf-79ad-7f00-06c7:s159790450:e159798450:AP:FL
MRPL2	3	2	neurons,astrocytes,microglia	ISOT-ecec-dc6b-ca34-79a6:s43054200:e43059850:DN:FL,ISOT-ffb3-7325-83b6-4577:s43057650:e43059450:AP:FL
MRPL20	2	2	astrocytes,microglia	ISOT-0d83-8649-3d65-dfb5:s1401900:e1407300:AP:FL,ISOT-7d3a-d281-8a84-d961:s1401900:e1407900:AP:FL
MRPL22	3	2	neurons,astrocytes,microglia	ISOT-be3f-e84c-bb2f-98af:s154941050:e154967000:EC:FL,ISOT-d93c-2923-017c-bb17:s154941050:e154969450:AP:FL
MRPL24	2	2	neurons,astrocytes	ISOT-024b-59c3-2e30-c1d7:s156737300:e156741150:AP:FL,ISOT-1937-30ab-66a4-f35f:s156737300:e156741100:AP:FL
MRPL28	3	2	neurons,astrocytes,microglia	ISOT-713d-20ab-9dcd-a101:s366950:e370550:AP:FL,ISOT-f135-3b23-7113-5d9a:s367350:e370550:AP:FL
MRPL33	3	3	neurons,astrocytes,microglia	ISOT-3185-abc1-fd73-5606:s27771700:e27779750:AP:FL,ISOT-5695-7a96-505a-8699:s27771700:e27779750:NC:FL,ISOT-7674-e0c0-afea-b771:s27771700:e27779750:AP:FL
MRPL33_ENSG00000289326	3	2	neurons,astrocytes,microglia	ISOT-4174-b6dd-6fc6-c0d4:s27752800:e27779750:AP:FL,ISOT-4b97-ffc8-0314-eaa7:s27752800:e27779750:AP:FL
MRPL35	2	2	neurons,microglia	ISOT-1997-e8d9-a92c-040b:s86199450:e86213800:AP:FL,ISOT-e3b8-a8d7-1aeb-5077:s86199450:e86213750:AP:FL
MRPL36	3	7	neurons,astrocytes,microglia	ISOT-06f8-3226-6806-8253:s1798350:e1801350:DN:FL,ISOT-1ba6-bc08-c529-1fe0:s1798350:e1801400:AP:FL,ISOT-34f0-a4c4-819f-a7d3:s1798350:e1801350:DN:FL,ISOT-3b84-2426-c601-738e:s1798350:e1801400:NC:FL,ISOT-751d-0fe5-72b5-7ed0:s1798350:e1801350:EC:FL,ISOT-87c7-0425-f7b1-50af:s1798350:e1799900:AP:FL,ISOT-e6b4-5996-b135-d923:s1798400:e1801400:NC:FL
MRPL42	3	2	neurons,astrocytes,microglia	ISOT-a6d3-3c3f-f8de-c0d7:s93467500:e93501550:EC:FL,ISOT-e2ea-e85b-ab21-27e1:s93467500:e93516250:AP:FL
MRPL43	3	4	neurons,astrocytes,microglia	ISOT-185a-eced-91b9-0641:s100981350:e100987500:AP:FL,ISOT-200f-63cc-ddce-b62f:s100986250:e100987500:AP:FL,ISOT-6b9a-9da8-5df0-9083:s100986250:e100987500:AP:FL,ISOT-753d-f0e6-ac92-ac03:s100986250:e100987300:AP:FL
MRPL51	3	3	neurons,astrocytes,microglia	ISOT-242b-2fc9-0fb7-0b39:s6491850:e6493300:AP:FL,ISOT-5f6e-8ed0-e1ad-738e:s6492100:e6493850:AP:FL,ISOT-9128-84b0-942c-740b:s6492100:e6493850:AP:FL
MRPL52	3	4	neurons,astrocytes,microglia	ISOT-2440-d7ca-d3b4-fc91:s22829850:e22834350:EC:FL,ISOT-60ed-c760-9292-5119:s22829900:e22834350:AP:FL,ISOT-8082-c6d4-88c1-78fd:s22829850:e22834750:AP:FL,ISOT-b2de-4fa1-c4fd-e98c:s22829850:e22835050:AP:FL
MRPL55	3	5	neurons,astrocytes,microglia	ISOT-0690-a4f3-56b0-58c7:s228106650:e228109300:NC:FL,ISOT-33b3-b0e5-d6af-07c3:s228106650:e228109300:AP:FL,ISOT-54da-054a-0fdc-514e:s228106650:e228109300:AP:FL,ISOT-7737-eb22-65ec-33ce:s228106650:e228109300:AP:FL,ISOT-b923-b5b6-7089-e0d8:s228106650:e228109300:AP:FL
MRPL57	3	3	neurons,astrocytes,microglia	ISOT-7cc7-8596-bf6c-a583:s21176600:e21177400:AP:FL,ISOT-9c3f-fbfd-7dd4-be5e:s21175000:e21177400:AP:FL,ISOT-a82a-3140-da8d-cdf4:s21176650:e21179100:AP:FL
MRPS11	3	2	neurons,astrocytes,microglia	ISOT-bb06-d2c0-0e17-ae9b:s88467700:e88478300:EC:FL,ISOT-ca7f-868e-9e19-1d72:s88467700:e88480800:AP:FL
MRPS12	3	3	neurons,astrocytes,microglia	ISOT-5eb0-79bf-21f2-620b:s38930950:e38933200:AP:FL,ISOT-9168-52e6-23b9-7ae9:s38930900:e38933200:AP:FL,ISOT-ff88-6d6b-45d4-9ef8:s38930950:e38933050:AP:FL
MRPS16	3	3	neurons,astrocytes,microglia	ISOT-1f8c-8508-fba9-d9bf:s73248800:e73252650:DN:FL,ISOT-54eb-35c5-dadf-b052:s73248850:e73252650:DN:FL,ISOT-eb67-049a-d32b-6366:s73248850:e73252650:DN:FL
MRPS18C	3	2	neurons,astrocytes,microglia	ISOT-391e-9999-4314-cc3b:s83455950:e83461450:AP:FL,ISOT-8e4d-7da8-499d-4584:s83456050:e83462300:AP:FL
MRPS21	3	4	neurons,astrocytes,microglia	ISOT-2727-0973-2fda-0f7a:s150293900:e150309000:AP:FL,ISOT-2e84-bbf9-82cc-6a4d:s150293850:e150309000:AP:FL,ISOT-9228-9d2f-b284-9625:s150293400:e150308350:AP:FL,ISOT-d2a7-30b4-45a0-4997:s150293500:e150308350:AP:FL
MRPS22	2	2	neurons,astrocytes	ISOT-4158-4ba5-fd1c-c74c:s139344000:e139357050:DN:FL,ISOT-5ade-aad7-e060-2ca8:s139344000:e139357150:AP:FL
MRPS25	2	2	neurons,microglia	ISOT-d853-3d0f-5eb5-bc77:s15048500:e15065350:AP:FL,ISOT-f34a-f089-d8d7-897b:s15059000:e15065400:AP:FL
MRPS26	3	2	neurons,astrocytes,microglia	ISOT-4f3a-de06-f35b-8d47:s3046050:e3048300:AP:FL,ISOT-56d6-49fb-b18a-bc5f:s3046000:e3048300:AP:FL
MRPS28	2	2	neurons,astrocytes	ISOT-5d66-5e8b-cd13-b736:s79918700:e80030300:AP:FL,ISOT-6e05-3c3d-7a82-19ee:s79918700:e80030300:NC:FL
MRPS31	3	2	neurons,astrocytes,microglia	ISOT-1544-1db0-d461-7cd0:s40729100:e40771200:AP:FL,ISOT-771f-0a7f-f366-fdb0:s40754050:e40771250:AP:FL
MRPS33	3	3	neurons,astrocytes,microglia	ISOT-6198-9eac-06ba-2f57:s141006150:e141015000:AP:FL,ISOT-7ceb-8c9e-9b8f-49dd:s141006050:e141014700:AP:FL,ISOT-91ce-1862-d54a-1f87:s141002600:e141015000:AP:FL
MRPS34	3	3	neurons,astrocytes,microglia	ISOT-1102-2b9b-8bee-8ac6:s1771850:e1773150:AP:FL,ISOT-930f-ba61-49dc-2975:s1771850:e1773200:AP:FL,ISOT-a00c-a3d7-3455-a77d:s1771850:e1772700:AP:FL
MRPS36	3	2	neurons,astrocytes,microglia	ISOT-708a-6938-eb2b-82a9:s69217800:e69229900:AP:FL,ISOT-79a9-2e67-fb72-3e33:s69217750:e69230200:AP:FL
MRPS5	3	2	neurons,astrocytes,microglia	ISOT-2507-1684-36ed-e766:s95085350:e95121850:AP:FL,ISOT-c021-8019-5974-18c2:s95087200:e95122000:NC:FL
MRPS6	3	3	neurons,astrocytes,microglia	ISOT-0aa0-a5be-5215-6535:s34073450:e34103350:AP:FL,ISOT-564b-dab3-1c8d-44be:s34073550:e34143050:AP:FL,ISOT-8407-c2d0-a1c9-efd0:s34073500:e34143050:AP:FL
MRS2	2	2	astrocytes,microglia	ISOT-9a80-811a-6fa9-bfda:s24402900:e24426200:AP:FL,ISOT-f9dd-ccd3-f2b7-b049:s24402950:e24423500:AP:FL
MS4A4A	3	2	neurons,astrocytes,microglia	ISOT-0789-7536-8650-77f8:s60280650:e60309000:AP:FL,ISOT-b756-e847-26ff-88da:s60280650:e60309000:AP:FL
MS4A6A	3	4	neurons,astrocytes,microglia	ISOT-1370-9b0d-f931-208d:s60172000:e60184700:AP:FL,ISOT-61bd-e3c0-1836-2de1:s60172000:e60184500:EC:FL,ISOT-9480-e1b4-722b-5885:s60172450:e60183100:AP:FL,ISOT-d1f1-c2da-a976-3743:s60172000:e60184500:EC:FL
MS4A7	3	6	neurons,astrocytes,microglia	ISOT-27ac-a744-b8f0-86fe:s60378500:e60394000:EC:FL,ISOT-55ac-fae9-b249-1e47:s60378500:e60394550:AP:FL,ISOT-5634-5373-4dcc-a98e:s60378500:e60392000:AP:FL,ISOT-c69d-2ed1-31b2-3870:s60378500:e60395950:AP:FL,ISOT-d408-587f-50fb-7853:s60378450:e60396000:AP:FL,ISOT-f799-a596-f855-1f51:s60378500:e60394000:EC:FL
MSANTD4	3	2	neurons,astrocytes,microglia	ISOT-824c-e28e-75db-95bb:s106007850:e106022250:AP:FL,ISOT-f2f8-ac4b-a04a-f074:s106010700:e106022300:AP:FL
MSH6	3	2	neurons,astrocytes,microglia	ISOT-d1e6-9e9f-fce6-d71a:s47783100:e47799950:AP:FL,ISOT-fb0e-0f20-4136-8631:s47801400:e47806750:AP:FL
MSMO1	3	3	neurons,astrocytes,microglia	ISOT-0298-f8c9-d3af-41ab:s165327650:e165343050:AP:FL,ISOT-bbca-e084-408e-450d:s165327650:e165343200:AP:FL,ISOT-fadf-be67-7847-2c9e:s165327700:e165343200:NC:FL
MSN	3	3	neurons,astrocytes,microglia	ISOT-0ccf-4f21-e173-b593:s65667700:e65741950:NC:FL,ISOT-aa3b-d148-1f82-bda1:s65667500:e65736950:AP:FL,ISOT-d128-bef2-7e31-47b6:s65667650:e65741950:AP:FL
MSR1	3	3	neurons,astrocytes,microglia	ISOT-762f-bcac-bc97-b58c:s16164150:e16193000:AP:FL,ISOT-7a62-0864-6afa-d569:s16107850:e16192700:AP:FL,ISOT-c170-d7e8-b746-e531:s16139300:e16192700:AP:FL
MSRB3	3	2	neurons,astrocytes,microglia	ISOT-1d16-3f2e-40f3-6c64:s65278650:e65466950:AP:FL,ISOT-ecdd-58ac-3ba3-24b7:s65278700:e65463400:EC:FL
MT1G	2	2	neurons,microglia	ISOT-512c-a783-f7f5-0e1b:s56666700:e56668100:AP:FL,ISOT-affb-7fdf-8830-6f71:s56666700:e56668100:DN:FL
MTCH1	3	2	neurons,astrocytes,microglia	ISOT-0d64-ef02-f9ee-154d:s36968100:e36986300:AP:FL,ISOT-e76f-af3c-a1ac-9bdb:s36968100:e36986200:AP:FL
MTCH2	3	3	neurons,astrocytes,microglia	ISOT-245c-4806-dfaf-5c98:s47618700:e47642550:AP:FL,ISOT-8641-b0a2-4a94-d76c:s47618700:e47642650:AP:FL,ISOT-b75c-2e40-fe24-4542:s47617300:e47642600:AP:FL
MTDH	3	5	neurons,astrocytes,microglia	ISOT-0c63-9373-395e-dc85:s97644700:e97726350:DN:FL,ISOT-1fa1-fb97-dd94-ffa4:s97644150:e97713750:NC:FL,ISOT-68e6-d2b1-ff42-fece:s97691050:e97724700:DN:FL,ISOT-6d42-1bfb-3a8d-1bb9:s97644100:e97713750:AP:FL,ISOT-ca00-031e-010b-f83c:s97644150:e97730300:AP:FL
MTF2	3	3	neurons,astrocytes,microglia	ISOT-53f4-2987-41f5-560e:s93079200:e93139100:AP:FL,ISOT-71e9-067c-6337-bd3d:s93079250:e93133750:EC:FL,ISOT-f360-1edf-fcee-4e92:s93079250:e93139100:AP:FL
MTG1	3	2	neurons,astrocytes,microglia	ISOT-98e8-3398-f418-6f33:s133394150:e133402850:EC:FL,ISOT-f8ea-9ddb-7ac5-2fcf:s133394150:e133422550:AP:FL
MTHFD2	3	3	neurons,astrocytes,microglia	ISOT-0413-6f2d-13f4-72a4:s74198600:e74215300:AP:FL,ISOT-3209-cd2e-a854-9b53:s74198600:e74215100:EC:FL,ISOT-c1ca-70bb-2a9e-a41b:s74198600:e74217600:AP:FL
MTHFS	2	2	neurons,astrocytes	ISOT-87d4-24af-fb00-78fb:s79843500:e79897050:AP:FL,ISOT-b9ac-7d99-2498-1663:s79844950:e79897200:AP:FL
MTSS1	3	3	neurons,astrocytes,microglia	ISOT-4f8c-f71b-d60d-2f29:s124550750:e124728500:AP:FL,ISOT-5c6f-5a9c-0301-8f41:s124553600:e124728450:EC:FL,ISOT-aa2b-4a65-82f8-2c6d:s124550750:e124728450:DN:FL
MVD	3	2	neurons,astrocytes,microglia	ISOT-4b0e-3e1c-df6b-84f4:s88651900:e88663100:DN:FL,ISOT-b045-5064-b53d-9f15:s88651900:e88663100:AP:FL
MVP	3	3	neurons,astrocytes,microglia	ISOT-3c03-abab-8ed3-029c:s29820450:e29848050:AP:FL,ISOT-827f-c320-7913-6c73:s29820350:e29848050:AP:FL,ISOT-cf7b-094e-652a-5c76:s29820450:e29848050:NC:FL
MYADM	3	3	neurons,astrocytes,microglia	ISOT-3d25-fad7-50ce-52b1:s53867850:e53973850:AP:FL,ISOT-4e44-729a-88a4-fd84:s53867850:e53973850:EC:FL,ISOT-7236-103c-1e14-412b:s53867850:e53876450:AP:FL
MYEF2	3	2	neurons,astrocytes,microglia	ISOT-5df0-e134-1cfb-71b8:s48134600:e48178300:AP:FL,ISOT-b94a-0080-464b-50b1:s48141750:e48152300:AP:FL
MYH10	3	2	neurons,astrocytes,microglia	ISOT-bb62-1826-c4da-86d8:s8474200:e8631350:AP:FL,ISOT-df5d-f43c-293f-a0ae:s8474200:e8630800:AP:FL
MYH9	3	3	neurons,astrocytes,microglia	ISOT-0f61-d8af-7326-da9c:s36281250:e36388000:AP:FL,ISOT-1ace-a62c-5d39-36a1:s36281250:e36388000:DN:FL,ISOT-b1e4-097b-9747-c08e:s36281250:e36388000:NC:FL
MYL12A	3	2	neurons,astrocytes,microglia	ISOT-14b9-7b32-d3ff-cfab:s3247450:e3256250:AP:FL,ISOT-9c61-7590-2861-bd55:s3247800:e3256250:AP:FL
MYL6	3	14	neurons,astrocytes,microglia	ISOT-0cbf-cc3e-550d-513f:s56158300:e56161600:AP:FL,ISOT-2732-5396-33b5-a5fb:s56158350:e56161600:EC:FL,ISOT-4f5d-461c-df31-479a:s56158350:e56161600:EC:FL,ISOT-601c-40c6-b24e-4438:s56158350:e56161600:EC:FL,ISOT-6682-0eaa-1a94-8114:s56158350:e56161600:AP:FL,ISOT-755c-87b7-b594-eb50:s56158650:e56161600:EC:FL,ISOT-81bc-fc8b-55f7-69c2:s56158350:e56161600:EC:FL,ISOT-856d-de05-9805-d7fb:s56158350:e56161600:EC:FL,ISOT-9729-7303-6de9-d4c0:s56158350:e56161600:AP:FL,ISOT-b18e-9776-b519-fc53:s56158350:e56161600:DN:FL,ISOT-b90f-9b01-5509-2f16:s56158350:e56163000:EC:FL,ISOT-c7bc-246e-e750-55b0:s56158350:e56161600:AP:FL,ISOT-d863-0557-ba6b-2ae9:s56158350:e56161600:DN:FL,ISOT-efd1-59a9-0254-eaa6:s56158350:e56163000:EC:FL
MYL6B	3	3	neurons,astrocytes,microglia	ISOT-305d-ccb0-7695-730d:s56152400:e56158000:AP:FL,ISOT-3e8f-ffaf-364f-70fe:s56152550:e56158000:AP:FL,ISOT-e73d-1c13-2683-0e77:s56152550:e56158000:EC:FL
MYL9	3	2	neurons,astrocytes,microglia	ISOT-3c6b-b67d-f6a7-f459:s36541500:e36551450:AP:FL,ISOT-eb68-88e6-e1b2-f711:s36541450:e36549850:AP:FL
MYO1C	3	2	neurons,astrocytes,microglia	ISOT-5aa8-f7a7-104b-607a:s1464150:e1492700:AP:FL,ISOT-dfb9-5d5f-a1ee-197b:s1464150:e1485800:AP:FL
MYO1E	3	2	neurons,astrocytes,microglia	ISOT-2c26-fad0-1641-03e1:s59255350:e59372950:AP:FL,ISOT-7e10-7bf2-3911-cbec:s59132400:e59372900:AP:FL
